"Property_Number","Property_NAme","Post_Code","Polling_Place_Name","Polling_Place_Address_1","Polling_Place_Address_2","Polling_Place_Address_3","Polling_Place_Address_4","Polling_Place_Postcode"
"0","Whyte Lodge","N20 8AA","St Andrews School","The Green","Totteridge","London","","N20 8NX"
"0","Wicket Court","HA8 9YE","Watling Community Association","145 Orange Hill Road","Edgware","Middlesex","","HA8 0TR"
"0","Wickets Lodge","N2 0TG","Bishop Douglass RC High School","Hamilton Road","East Finchley","London","","N2 0SQ"
"0","Widecombe Court","N2 0HN","Portable Office - The Green","Widecombe Way / Vivian Way","Finchley","London","","N2"
"0","Wilbrahams Almshouses","EN5 5PT","Hadley Memorial Hall","29 Hadley Highstone","Barnet","Herts","","EN5 4PU"
"0","Wilbury Lodge","EN5 2SH","St Stephens Church Hall","1 Spring Close","Bells Hill","Barnet","Herts","EN5 2UR"
"0","Willenhall Court","EN5 1JR","Lyonsdown Main Hall","3 Lyonsdown Road","New Barnet","Herts","","EN5 1JB"
"0","Willow Brook","NW7 4HR","The Pavilion","Brickfield Lane","Barnet","Herts","","EN5 3LD"
"0","Willow Cottage","NW7 1AJ","St Pauls Church Hall","The Ridgeway","Mill Hill","London","","NW7 1QU"
"0","Willow Court","HA8 8AG","New Stonegrove Community Centre","5 Hayling Way/Green Lane","Edgware","","","HA8 8BN"
"0","Willow Creek","EN5 3JR","Arkley Club","64 Barnet Road","Arkley","Hertfordshire","","EN5 3EY"
"0","Willow End","NW7 4HS","St Andrews School","The Green","Totteridge","London","","N20 8NX"
"0","Willow Farm","EN5 3HW","Arkley Club","64 Barnet Road","Arkley","Hertfordshire","","EN5 3EY"
"0","Willow House","N2 8EL","The Green Man Community Centre","Strawberry Vale","Finchley","London","","N2 9BA"
"0","Wilshire","NW9 5RT","BEST Hub","Lanacre Avenue","Colindale","London","","NW9 5FN"
"0","Wilton Court","N10 1LU","St Peter Le Poer Church Hall","Albion Avenue","Muswell Hill","London","","N10 1AQ"
"0","Winchester Court","NW7 3PT","Deansbrook Infant School","Hale Drive","Mill Hill","London","","NW7 3ED"
"0","Windfield","EN5 5NU","St Marks Church Hall","Potters Road","New Barnet","Herts","","EN5 5HY"
"0","Windmill House","EN5 3HX","Arkley Club","64 Barnet Road","Arkley","Hertfordshire","","EN5 3EY"
"0","Windmill House","EN5 4PT","Hadley Memorial Hall","29 Hadley Highstone","Barnet","Herts","","EN5 4PU"
"0","Windmill Lodge","EN5 3HX","Arkley Club","64 Barnet Road","Arkley","Hertfordshire","","EN5 3EY"
"0","Windrush Lodge","HA8 9LE","Deansbrook Infant School","Hale Drive","Mill Hill","London","","NW7 3ED"
"0","Windsor Castle","N2 8DL","East Finchley Library","226 High Road","Finchley","London","","N2 9BB"
"0","Windsor Court","N11 3LY","Scout and Guide Hall","Stanford Road","Friern Barnet","London","","N11 3HX"
"0","Windsor Court","NW11 9PP","Menorah Primary School","1-3 The Drive","Golders Green","London","","NW11 9SP"
"0","Windsor Court","NW11 9PR","Menorah Primary School","1-3 The Drive","Golders Green","London","","NW11 9SP"
"0","Windyridge","N20 8PJ","St Andrews School","The Green","Totteridge","London","","N20 8NX"
"0","Winston House","EN4 8SZ","Brookside Methodist Church","Cat Hill","Barnet","Herts","","EN4 8JB"
"0","Winwood","EN5 5NP","St Marks Church Hall","Potters Road","New Barnet","Herts","","EN5 5HY"
"0","Winyatts","EN5 2TH","Hope Corner Community Centre","185 Mays Lane","Barnet","Herts","","EN5 2DY"
"0","Wishtree House","NW7 4HR","St Andrews School","The Green","Totteridge","London","","N20 8NX"
"0","Wohl Lodge","NW11 0SB","Harris Room - Trinity Church","Rodborough Road","Childs Hill","London","","NW11 8NH"
"0","Wolfson Court","NW11 9TJ","Menorah Primary School","1-3 The Drive","Golders Green","London","","NW11 9SP"
"0","Wollescote","EN5 3HD","Arkley Club","64 Barnet Road","Arkley","Hertfordshire","","EN5 3EY"
"0","Woodbrook","EN5 2TW","Hope Corner Community Centre","185 Mays Lane","Barnet","Herts","","EN5 2DY"
"0","Woodcroft","N20 8PE","St Andrews School","The Green","Totteridge","London","","N20 8NX"
"0","Woodfield Lodge","NW9 6PS","The Hyde United Reformed","Church Hall","Colin Close","Colindale","","NW9 6RR"
"0","Woodhill House","NW7 4HR","St Andrews School","The Green","Totteridge","London","","N20 8NX"
"0","Woodingdene","NW7 1RP","Portable Office -","Bittacy Road","London","","","NW7 1BP"
"0","Woodland Court","NW11 9QN","St Mary & Archangel","Michael Coptic Orthodox","Church Hall","Cranbourne Gardens","London","NW11 OHU"
"0","Woodland House","N2 0BN","Portable Office - At the Synagogue","At The Synagogue","Norrice Lea","Garden Suburb","London","N2 ORE"
"0","Woodlands","EN5 2TW","Hope Corner Community Centre","185 Mays Lane","Barnet","Herts","","EN5 2DY"
"0","Woodlands","EN5 3JT","Arkley Club","64 Barnet Road","Arkley","Hertfordshire","","EN5 3EY"
"0","Woodlands","N12 8BA","Finchley Catholic High School","Woodside Lane","Finchley","London","","N12 8TA"
"0","Woodlands","N20 8LB","St Andrews School","The Green","Totteridge","London","","N20 8NX"
"0","Woodlands","NW7 2BG","Dollis Infants School","Pursley Road","Mill Hill","London","","NW7 2BU"
"0","Woodlands Farm","EN5 3JR","Arkley Club","64 Barnet Road","Arkley","Hertfordshire","","EN5 3EY"
"0","Woodlands Lodge","EN5 3ET","Arkley Club","64 Barnet Road","Arkley","Hertfordshire","","EN5 3EY"
"0","Woodnorton","EN5 4JD","Chipping Barnet Library","The Hyde Room","3 Stapylton Road","Barnet","Herts","EN5 4QT"
"0","Woodrow","EN5 2TH","Hope Corner Community Centre","185 Mays Lane","Barnet","Herts","","EN5 2DY"
"0","Woodside","EN5 5NP","St Marks Church Hall","Potters Road","New Barnet","Herts","","EN5 5HY"
"0","Woodside Court","N12 8AP","Finchley Catholic High School","Woodside Lane","Finchley","London","","N12 8TA"
"0","Woodside Home","N20 0EH","St Johns Church Hall","Friern Barnet Lane","Whetstone","London","","N20 OLP"
"0","Woodside Park Club","N12 7JG","Woodside Park Social Club","Southover","Woodside Park","London","","N12 7JG"
"0","Woodvale Lodge","N3 3BJ","Finchley Baptist Church Hall","Stanhope Avenue","Finchley","London","","N3 3QL"
"0","Woodview Lodge","NW7 4HS","The Pavilion","Brickfield Lane","Barnet","Herts","","EN5 3LD"
"0","Woodville","NW7 4ET","Etz Chaim Jewish Primary School","20 Daws Lane","Mill Hill","London","","NW7 4SL"
"0","Woodville Court","EN5 5NT","St Marks Church Hall","Potters Road","New Barnet","Herts","","EN5 5HY"
"0","Woodville Court","NW11 9TR","Menorah Primary School","1-3 The Drive","Golders Green","London","","NW11 9SP"
"0","Worcester Court","N12 8EL","Carey Room","Trinity Church Centre","15 Nether Street","Finchley","","N12 7NN"
"0","Writtle House","NW9 5HA","Estate Management Suite","16 Heritage Avenue","Beaufort Park","London","","NW9 5EN"
"0","Wych Elms","EN5 3HA","Arkley Club","64 Barnet Road","Arkley","Hertfordshire","","EN5 3EY"
"0","Wychwood","EN5 3ET","Arkley Club","64 Barnet Road","Arkley","Hertfordshire","","EN5 3EY"
"0","Wychwood","NW7 2RZ","Dollis Infants School","Pursley Road","Mill Hill","London","","NW7 2BU"
"0","Wykeham Court","NW4 2TE","Hendon School","Green Lane entrance","Hendon","London","","NW4 2HP"
"0","Wykeham Hse","N20 8AJ","St Andrews School","The Green","Totteridge","London","","N20 8NX"
"0","Wylde`s Close Corner","NW11 7JB","St Edward the Confessor","Church Hall","Hoop Lane","London","","NW11 7NH"
"0","Wyldes","NW3 7HS","St Edward the Confessor","Church Hall","Hoop Lane","London","","NW11 7NH"
"0","Wynchmore","EN4 8TP","Danegrove Primary School","Windsor Drive","East Barnet","Herts","","EN4 8UD"
"0","Yew Tree Court","NW11 0RA","St Mary & Archangel","Michael Coptic Orthodox","Church Hall","Cranbourne Gardens","London","NW11 OHU"
"0","York Arms","N20 0DH","Manor Drive Methodist Church Hall","Manor Drive","Whetstone","London","","N20 0DZ"
"0","York Lodge","EN5 3JY","Arkley Club","64 Barnet Road","Arkley","Hertfordshire","","EN5 3EY"
"0","York Lodge","N20 8LB","St Andrews School","The Green","Totteridge","London","","N20 8NX"
"0","York Lodge","NW7 4HA","Courtland School","Courtland Avenue","Mill Hill","London","","NW7 3BG"
"0","York Mansions","NW9 6BG","West Hendon Community Centre","Marsh Drive","West Hendon","London","","NW9 7QE"
"0","Zagros House","N3 1TB","St Philip the Apostle","Parish Centre","Gravel Hill","Finchley","","N3 3RJ"
"0","Zenith Lodge","N3 2DS","St Paul`s Centre","50 Long Lane","Finchley","London","","N3 2PU"
"0","Zero","N12 8EP","Carey Room","Trinity Church Centre","15 Nether Street","Finchley","","N12 7NN"
"0","Zero","NW11 8SG","Harris Room - Trinity Church","Rodborough Road","Childs Hill","London","","NW11 8NH"
"0","Zero","NW7 4HS","The Pavilion","Brickfield Lane","Barnet","Herts","","EN5 3LD"
"1","","EN4 8AD","New Barnet Community Centre","48/50 Victoria Road","New Barnet","Herts","","EN4 9PF"
"1","","EN4 8AE","Brookside Methodist Church","Cat Hill","Barnet","Herts","","EN4 8JB"
"1","","EN4 8AG","New Barnet Community Centre","48/50 Victoria Road","New Barnet","Herts","","EN4 9PF"
"1","","EN4 8AQ","Brookside Methodist Church","Cat Hill","Barnet","Herts","","EN4 8JB"
"1","","EN4 8AY","New Barnet Community Centre","48/50 Victoria Road","New Barnet","Herts","","EN4 9PF"
"1","","EN4 8BA","New Barnet Community Centre","48/50 Victoria Road","New Barnet","Herts","","EN4 9PF"
"1","","EN4 8BL","New Barnet Community Centre","48/50 Victoria Road","New Barnet","Herts","","EN4 9PF"
"1","","EN4 8BN","New Barnet Community Centre","48/50 Victoria Road","New Barnet","Herts","","EN4 9PF"
"1","","EN4 8BP","New Barnet Community Centre","48/50 Victoria Road","New Barnet","Herts","","EN4 9PF"
"1","","EN4 8BU","New Barnet Community Centre","48/50 Victoria Road","New Barnet","Herts","","EN4 9PF"
"1","","EN4 8BW","New Barnet Community Centre","48/50 Victoria Road","New Barnet","Herts","","EN4 9PF"
"1","","EN4 8BX","New Barnet Community Centre","48/50 Victoria Road","New Barnet","Herts","","EN4 9PF"
"1","","EN4 8DA","Brookside Methodist Church","Cat Hill","Barnet","Herts","","EN4 8JB"
"1","","EN4 8DH","Brookside Methodist Church","Cat Hill","Barnet","Herts","","EN4 8JB"
"1","","EN4 8DL","Brookside Methodist Church","Cat Hill","Barnet","Herts","","EN4 8JB"
"1","","EN4 8DP","Brookside Methodist Church","Cat Hill","Barnet","Herts","","EN4 8JB"
"1","","EN4 8DY","Brookside Methodist Church","Cat Hill","Barnet","Herts","","EN4 8JB"
"1","","EN4 8EA","Brookside Methodist Church","Cat Hill","Barnet","Herts","","EN4 8JB"
"1","","EN4 8EQ","Brookside Methodist Church","Cat Hill","Barnet","Herts","","EN4 8JB"
"1","","EN4 8ET","Brunswick Park Primary School","Osidge Lane","Southgate","London","","N14 5DU"
"1","","EN4 8EX","Brunswick Park Primary School","Osidge Lane","Southgate","London","","N14 5DU"
"1","","EN4 8EY","Brunswick Park Primary School","Osidge Lane","Southgate","London","","N14 5DU"
"1","","EN4 8FE","New Barnet Community Centre","48/50 Victoria Road","New Barnet","Herts","","EN4 9PF"
"1","","EN4 8HG","New Barnet Community Centre","48/50 Victoria Road","New Barnet","Herts","","EN4 9PF"
"1","","EN4 8JD","Brookside Methodist Church","Cat Hill","Barnet","Herts","","EN4 8JB"
"1","","EN4 8JP","Brunswick Park Primary School","Osidge Lane","Southgate","London","","N14 5DU"
"1","","EN4 8JX","Monkfrith Primary School","Knoll Drive","Southgate","London","","N14 5NG"
"1","","EN4 8JY","Monkfrith Primary School","Knoll Drive","Southgate","London","","N14 5NG"
"1","","EN4 8LA","Monkfrith Primary School","Knoll Drive","Southgate","London","","N14 5NG"
"1","","EN4 8LG","Monkfrith Primary School","Knoll Drive","Southgate","London","","N14 5NG"
"1","","EN4 8LJ","Monkfrith Primary School","Knoll Drive","Southgate","London","","N14 5NG"
"1","","EN4 8LT","Brunswick Park Primary School","Osidge Lane","Southgate","London","","N14 5DU"
"1","","EN4 8LU","Brunswick Park Primary School","Osidge Lane","Southgate","London","","N14 5DU"
"1","","EN4 8NE","Brunswick Park Primary School","Osidge Lane","Southgate","London","","N14 5DU"
"1","","EN4 8NG","Brunswick Park Primary School","Osidge Lane","Southgate","London","","N14 5DU"
"1","","EN4 8NH","Brunswick Park Primary School","Osidge Lane","Southgate","London","","N14 5DU"
"1","","EN4 8NJ","Brunswick Park Primary School","Osidge Lane","Southgate","London","","N14 5DU"
"1","","EN4 8NT","Brunswick Park Primary School","Osidge Lane","Southgate","London","","N14 5DU"
"1","","EN4 8NY","Brunswick Park Primary School","Osidge Lane","Southgate","London","","N14 5DU"
"1","","EN4 8PE","Brunswick Park Primary School","Osidge Lane","Southgate","London","","N14 5DU"
"1","","EN4 8PJ","Brunswick Park Primary School","Osidge Lane","Southgate","London","","N14 5DU"
"1","","EN4 8PL","Brunswick Park Primary School","Osidge Lane","Southgate","London","","N14 5DU"
"1","","EN4 8PU","Danegrove Primary School","Windsor Drive","East Barnet","Herts","","EN4 8UD"
"1","","EN4 8QD","Danegrove Primary School","Windsor Drive","East Barnet","Herts","","EN4 8UD"
"1","","EN4 8QG","Danegrove Primary School","Windsor Drive","East Barnet","Herts","","EN4 8UD"
"1","","EN4 8QH","Danegrove Primary School","Windsor Drive","East Barnet","Herts","","EN4 8UD"
"1","","EN4 8QL","Danegrove Primary School","Windsor Drive","East Barnet","Herts","","EN4 8UD"
"1","","EN4 8QR","New Barnet Community Centre","48/50 Victoria Road","New Barnet","Herts","","EN4 9PF"
"1","","EN4 8RY","Brookside Methodist Church","Cat Hill","Barnet","Herts","","EN4 8JB"
"1","","EN4 8SE","New Barnet Community Centre","48/50 Victoria Road","New Barnet","Herts","","EN4 9PF"
"1","","EN4 8SH","Trent CE Primary School","Church Way","Off Chalk Lane","Cockfosters","Herts","EN4 9JH"
"1","","EN4 8SJ","New Barnet Community Centre","48/50 Victoria Road","New Barnet","Herts","","EN4 9PF"
"1","","EN4 8SU","New Barnet Community Centre","48/50 Victoria Road","New Barnet","Herts","","EN4 9PF"
"1","","EN4 8SY","Brookside Methodist Church","Cat Hill","Barnet","Herts","","EN4 8JB"
"1","","EN4 8TE","Brookside Methodist Church","Cat Hill","Barnet","Herts","","EN4 8JB"
"1","","EN4 8TR","Danegrove Primary School","Windsor Drive","East Barnet","Herts","","EN4 8UD"
"1","","EN4 8TT","Danegrove Primary School","Windsor Drive","East Barnet","Herts","","EN4 8UD"
"1","","EN4 8TU","Danegrove Primary School","Windsor Drive","East Barnet","Herts","","EN4 8UD"
"1","","EN4 8TW","Danegrove Primary School","Windsor Drive","East Barnet","Herts","","EN4 8UD"
"1","","EN4 8UA","Danegrove Primary School","Windsor Drive","East Barnet","Herts","","EN4 8UD"
"1","","EN4 8UE","Danegrove Primary School","Windsor Drive","East Barnet","Herts","","EN4 8UD"
"1","","EN4 8UG","Danegrove Primary School","Windsor Drive","East Barnet","Herts","","EN4 8UD"
"1","","EN4 8UL","Brookside Methodist Church","Cat Hill","Barnet","Herts","","EN4 8JB"
"1","","EN4 8UN","Brookside Methodist Church","Cat Hill","Barnet","Herts","","EN4 8JB"
"1","","EN4 8UT","Brookside Methodist Church","Cat Hill","Barnet","Herts","","EN4 8JB"
"1","","EN4 8UY","Brookside Methodist Church","Cat Hill","Barnet","Herts","","EN4 8JB"
"1","","EN4 8XG","Brunswick Park Primary School","Osidge Lane","Southgate","London","","N14 5DU"
"1","","EN4 9AG","New Bevan Baptist Church","Grove Road","Barnet","Herts","","EN4 9DF"
"1","","EN4 9AJ","New Bevan Baptist Church","Grove Road","Barnet","Herts","","EN4 9DF"
"1","","EN4 9AN","New Bevan Baptist Church","Grove Road","Barnet","Herts","","EN4 9DF"
"1","","EN4 9AP","New Bevan Baptist Church","Grove Road","Barnet","Herts","","EN4 9DF"
"1","","EN4 9AU","New Bevan Baptist Church","Grove Road","Barnet","Herts","","EN4 9DF"
"1","","EN4 9AX","New Bevan Baptist Church","Grove Road","Barnet","Herts","","EN4 9DF"
"1","","EN4 9AZ","Trent CE Primary School","Church Way","Off Chalk Lane","Cockfosters","Herts","EN4 9JH"
"1","","EN4 9BE","Trent CE Primary School","Church Way","Off Chalk Lane","Cockfosters","Herts","EN4 9JH"
"1","","EN4 9BG","New Bevan Baptist Church","Grove Road","Barnet","Herts","","EN4 9DF"
"1","","EN4 9BH","New Bevan Baptist Church","Grove Road","Barnet","Herts","","EN4 9DF"
"1","","EN4 9BX","New Bevan Baptist Church","Grove Road","Barnet","Herts","","EN4 9DF"
"1","","EN4 9DG","New Bevan Baptist Church","Grove Road","Barnet","Herts","","EN4 9DF"
"1","","EN4 9DH","New Bevan Baptist Church","Grove Road","Barnet","Herts","","EN4 9DF"
"1","","EN4 9DL","New Bevan Baptist Church","Grove Road","Barnet","Herts","","EN4 9DF"
"1","","EN4 9DP","New Bevan Baptist Church","Grove Road","Barnet","Herts","","EN4 9DF"
"1","","EN4 9DU","Trent CE Primary School","Church Way","Off Chalk Lane","Cockfosters","Herts","EN4 9JH"
"1","","EN4 9DX","Trent CE Primary School","Church Way","Off Chalk Lane","Cockfosters","Herts","EN4 9JH"
"1","","EN4 9DZ","Trent CE Primary School","Church Way","Off Chalk Lane","Cockfosters","Herts","EN4 9JH"
"1","","EN4 9ED","New Bevan Baptist Church","Grove Road","Barnet","Herts","","EN4 9DF"
"1","","EN4 9EG","Trent CE Primary School","Church Way","Off Chalk Lane","Cockfosters","Herts","EN4 9JH"
"1","","EN4 9EP","Trent CE Primary School","Church Way","Off Chalk Lane","Cockfosters","Herts","EN4 9JH"
"1","","EN4 9EU","Trent CE Primary School","Church Way","Off Chalk Lane","Cockfosters","Herts","EN4 9JH"
"1","","EN4 9EX","Trent CE Primary School","Church Way","Off Chalk Lane","Cockfosters","Herts","EN4 9JH"
"1","","EN4 9EY","Trent CE Primary School","Church Way","Off Chalk Lane","Cockfosters","Herts","EN4 9JH"
"1","","EN4 9EZ","Trent CE Primary School","Church Way","Off Chalk Lane","Cockfosters","Herts","EN4 9JH"
"1","","EN4 9HF","Trent CE Primary School","Church Way","Off Chalk Lane","Cockfosters","Herts","EN4 9JH"
"1","","EN4 9JP","Trent CE Primary School","Church Way","Off Chalk Lane","Cockfosters","Herts","EN4 9JH"
"1","","EN4 9JT","Trent CE Primary School","Church Way","Off Chalk Lane","Cockfosters","Herts","EN4 9JH"
"1","","EN4 9JX","Trent CE Primary School","Church Way","Off Chalk Lane","Cockfosters","Herts","EN4 9JH"
"1","","EN4 9JY","Trent CE Primary School","Church Way","Off Chalk Lane","Cockfosters","Herts","EN4 9JH"
"1","","EN4 9LD","Trent CE Primary School","Church Way","Off Chalk Lane","Cockfosters","Herts","EN4 9JH"
"1","","EN4 9LE","Trent CE Primary School","Church Way","Off Chalk Lane","Cockfosters","Herts","EN4 9JH"
"1","","EN4 9NY","New Barnet Community Centre","48/50 Victoria Road","New Barnet","Herts","","EN4 9PF"
"1","","EN4 9PD","New Barnet Community Centre","48/50 Victoria Road","New Barnet","Herts","","EN4 9PF"
"1","","EN4 9PS","Trent CE Primary School","Church Way","Off Chalk Lane","Cockfosters","Herts","EN4 9JH"
"1","","EN4 9QA","New Bevan Baptist Church","Grove Road","Barnet","Herts","","EN4 9DF"
"1","","EN4 9QP","Trent CE Primary School","Church Way","Off Chalk Lane","Cockfosters","Herts","EN4 9JH"
"1","","EN4 9QT","Trent CE Primary School","Church Way","Off Chalk Lane","Cockfosters","Herts","EN4 9JH"
